description,timestamp,fullness,collection,location
51 Clarendon/corner Chandler,07/30/2014 01:18:00 PM,YELLOW,False,"(42.34634, -71.07312)"
53 Dartmouth,12/04/2014 09:31:00 AM,YELLOW,True,"(42.34446654, -71.07437808)"
155 Mass Ave.,06/27/2014 10:42:00 PM,YELLOW,False,"(42.346527, -71.0873836)"
Boylston @ Kilmarnock (NW Corner),10/17/2014 11:15:00 AM,RED,False,"(42.34400075, -71.10014488)"
74 Berklee,08/28/2014 07:01:00 AM,YELLOW,False,"(42.3443, -71.067)"
240 Newbury Street in front of CVS,10/12/2014 12:30:00 PM,YELLOW,False,"(42.34967365, -71.08208099)"
125 Tremont & Hamilton St (FedEx),05/24/2014 10:03:00 PM,YELLOW,False,"(42.35653242, -71.06190233)"
47 Lansdowne St - Across from Bleacher bar,12/07/2014 02:38:00 PM,GREEN,True,"(42.3471798, -71.096792)"
331 Hanover Street,10/31/2014 10:28:00 AM,YELLOW,False,"(42.364252, -71.053905)"
Tremont st and School st,03/26/2014 06:54:00 PM,GREEN,True,"(42.35805, -71.06033)"
Franklin & Oliver St (David Instant Shoe Repair),05/19/2014 07:47:00 AM,YELLOW,False,"(42.35661106, -71.05403923)"
SW N. Washington & Causeway,08/24/2014 07:12:00 AM,GREEN,True,"(42.36671342, -71.05860344)"
453 Washington Street,07/25/2014 07:24:00 AM,GREEN,True,"(42.35533, -71.0607)"
Washington st at Expressions store,03/23/2014 08:31:00 AM,GREEN,True,"(42.35465, -71.06139)"
391 Hanover Street,11/25/2014 01:49:00 PM,YELLOW,False,"(42.3652, -71.05309)"
465 Cambridge Street @ Craftsman,07/26/2014 08:55:00 AM,YELLOW,False,"(42.35397159, -71.13625554)"
155 Mass Ave.,07/20/2014 01:27:00 AM,YELLOW,False,"(42.346527, -71.0873836)"
276 Hanover (Cafe Pompei),10/23/2014 07:26:00 AM,RED,False,"(42.363799, -71.0545002)"
Devonshire & State - Boston Massacre Landmark,03/04/2014 04:25:00 PM,GREEN,True,"(42.35883108, -71.05698941)"
51 Clarendon/corner Chandler,07/22/2014 12:16:00 PM,YELLOW,False,"(42.34634, -71.07312)"
702 Mass Ave & Harrison @ Boston Medical Center,10/29/2014 10:17:00 AM,GREEN,True,"(42.33511781, -71.07512533)"
659 Tremont St,01/28/2014 07:15:00 PM,GREEN,True,"(42.34198461, -71.07515395)"
426 Boylston St (Citizens Bank),05/28/2014 05:35:00 PM,YELLOW,False,"(42.35120296, -71.07284531)"
544 Washington (across from Harlem place),10/03/2014 08:51:00 PM,YELLOW,False,"(42.35403424, -71.06200033)"
95 Brighton Ave / Budget Truck,10/30/2014 05:31:00 PM,YELLOW,False,"(42.35288371, -71.12998254)"
Avenue De Lafayette and Chancy (on the brick),02/20/2014 05:52:00 PM,GREEN,True,"(42.35325378, -71.06070493)"
St James & Darmouth (Fairmont Hotel),05/30/2014 02:31:00 PM,YELLOW,False,"(42.34929014, -71.07679328)"
Corner of Beach & Harrison - Sovereign Bank,06/29/2014 01:56:00 PM,YELLOW,False,"(42.35139273, -71.0612938)"
630 Washington (Chinatown T stop),03/23/2014 07:59:00 AM,RED,True,"(42.35222904, -71.06260137)"
30 Kneeland,04/17/2014 12:56:00 PM,YELLOW,False,"(42.35078, -71.06184)"
Devonshire & State - Boston Massacre Landmark,10/14/2014 11:05:00 AM,GREEN,True,"(42.35883108, -71.05698941)"
Cambridge St & Harvard Ave @ Tattoo Shop,07/11/2014 12:22:00 AM,YELLOW,False,"(42.35543013, -71.13284544)"
Harrison Ave. @ E.Springfield St.,12/07/2014 03:34:00 PM,GREEN,True,"(42.33543531, -71.0745811)"
129 Tremont St (burger king),10/25/2014 07:13:00 PM,RED,False,"(42.35634431, -71.06203197)"
Tremont 30th and Avery St (Loews Theatre),03/09/2014 08:07:00 AM,GREEN,True,"(42.35328728, -71.06418228)"
Boylston St (Prudential Entrance),11/11/2014 07:36:00 AM,RED,False,"(42.34854316, -71.08267211)"
224 Cambridge St. in front of starbucks,07/29/2014 02:57:00 PM,YELLOW,False,"(42.3609637, -71.066528)"
Newbury & Mass Ave / Opposite of Urban Outfitters,12/07/2014 09:47:00 AM,GREEN,True,"(42.3480288, -71.08803024)"
552 Commonwealth (Kenmore Sq),07/30/2014 02:24:00 AM,GREEN,True,"(42.34848571, -71.09710951)"
1330 Boylston Street (near Yawkey Way),02/08/2014 05:29:00 PM,YELLOW,False,"(42.3444105, -71.09806147)"
Huntington at Blogden (Opposite from Boston Public Library near Mass Pike Entrance),08/20/2014 01:09:00 PM,GREEN,True,"(42.34906712, -71.07752406)"
Boylston & Charles St (Bulthaup Corp),06/23/2014 05:01:00 PM,RED,False,"(42.35238923, -71.06758938)"
330 Newbury St.,08/16/2014 07:07:00 AM,GREEN,True,"(42.34868492, -71.08577279)"
367 Mass Ave @ Orange Line T-Entrance (Northside),11/03/2014 01:01:00 AM,RED,False,"(42.34175913, -71.08326882)"
Corner of Beach & Harrison - Sovereign Bank,02/04/2014 08:43:00 AM,GREEN,True,"(42.35139273, -71.0612938)"
Game on. SE Brookline and Landsdowne,11/19/2014 02:36:00 AM,RED,True,"(42.34705826, -71.09857433)"
Mass Ave Northbound @ St Botolph Street,12/17/2014 10:30:00 AM,GREEN,True,"(42.34237021, -71.0841913)"
764 Tremont st,04/02/2014 12:12:00 PM,GREEN,True,"(42.3396556, -71.07942872)"
Huntington and Dartmouth St (Library),10/26/2014 10:16:00 AM,GREEN,True,"(42.34932688, -71.07701842)"
75 Dartmouth,09/06/2014 09:40:00 AM,YELLOW,False,"(42.345189, -71.07477)"
100 Meridian @ London,06/30/2014 08:48:00 AM,GREEN,True,"(42.37344585, -71.03900682)"
Washington st at Expressions store,08/14/2014 07:46:00 AM,GREEN,True,"(42.35465, -71.06139)"
Mass Ave Northbound & Tremont Street (Bus Stop),10/18/2014 08:37:00 AM,YELLOW,False,"(42.33951022, -71.08044087)"
Washington and Boylston (CVS),11/04/2014 04:16:00 PM,GREEN,True,"(42.35253677, -71.06268501)"
20 Yawkey Way,09/20/2014 10:47:00 AM,YELLOW,False,"(42.3463211, -71.0986756)"
St James & Darmouth (Fairmont Hotel),02/28/2014 08:34:00 PM,YELLOW,False,"(42.34929014, -71.07679328)"
"NOT AT 285 Commercial Street ""Across from parking lot""",03/12/2014 08:58:00 AM,GREEN,True,"(42.36494277, -71.05113072)"
Kneeland and Surface Rd,10/25/2014 10:33:00 AM,RED,False,"(42.35028728, -71.05995168)"
Federal & High St (American Express),09/23/2014 05:00:00 PM,YELLOW,False,"(42.35373306, -71.05605263)"
51 Clarendon/corner Chandler,09/13/2014 11:23:00 AM,YELLOW,False,"(42.34634, -71.07312)"
536 Tremont,12/04/2014 10:41:00 AM,YELLOW,False,"(42.34445, -71.07067)"
Boylston St (Copley T Station),10/14/2014 06:33:00 PM,RED,False,"(42.3498149, -71.07807363)"
224 Cambridge St. in front of starbucks,12/17/2014 08:05:00 AM,GREEN,True,"(42.3609637, -71.066528)"
1884 Commonwealth Ave,10/26/2014 01:03:00 PM,GREEN,True,"(42.33800497, -71.15289493)"
60 State Street / Congress & State,10/15/2014 10:40:00 AM,YELLOW,False,"(42.35898642, -71.05662127)"
200 Newbury Street,10/06/2014 08:51:00 PM,GREEN,True,"(42.35023008, -71.0800102)"
North side Ipswich - opp Fenway HS,02/25/2014 03:40:00 PM,RED,False,"(42.34620479, -71.09556355)"
642 Beacon Street (Boco Grande),08/14/2014 08:58:00 AM,RED,False,"(42.34931123, -71.09542244)"
59 Temple Place,09/20/2014 02:27:00 AM,GREEN,True,"(42.35492047, -71.06156127)"
Summer & Kingston St (Copy&Print),03/05/2014 09:56:00 AM,YELLOW,False,"(42.35399223, -71.05857244)"
Cambridge and Joy in front of beacon hill athletic club,09/01/2014 08:05:00 PM,YELLOW,False,"(42.3611127, -71.0650131)"
540 Commonwealth,08/15/2014 08:54:00 AM,GREEN,True,"(42.34847785, -71.09715705)"
Court St and Court Square (opp BNY Mellon),07/30/2014 12:15:00 PM,RED,False,"(42.35902394, -71.05845139)"
Tremont 30th and Avery St (Loews Theatre),04/30/2014 12:42:00 AM,GREEN,True,"(42.35328728, -71.06418228)"
1956 Beacon Street @ Sutherland (Starbucks),10/10/2014 04:33:00 PM,YELLOW,True,"(42.33615978, -71.15020115)"
1330 Boylston @ Jersey Street,02/27/2014 11:15:00 AM,GREEN,True,"(42.3445655, -71.097831)"
308 Congress St @ Sleeper St,01/25/2014 08:53:00 AM,GREEN,True,"(42.35129734, -71.04981784)"
20 Yawkey Way,12/24/2014 01:15:00 AM,GREEN,True,"(42.3463211, -71.0986756)"
532 Tremont at Milford St,09/19/2014 07:08:00 AM,GREEN,True,"(42.3445374, -71.0705386)"
SE Corner 148 Brookline Ave (in front of Chipotle),01/24/2014 09:35:00 AM,GREEN,True,"(42.34476148, -71.10106409)"
120 Meridian Street,10/06/2014 07:48:00 AM,GREEN,True,"(42.37318903, -71.03909437)"
Summer & Chauncey (Rear Entrance Macy's),05/24/2014 01:55:00 PM,YELLOW,False,"(42.3545003, -71.0591524)"
23 Dartmouth,08/16/2014 08:39:00 AM,YELLOW,False,"(42.343687, -71.074081)"
Washington st at Expressions store,07/06/2014 07:19:00 AM,RED,False,"(42.35465, -71.06139)"
Columbus @ Chandler,03/08/2014 07:16:00 AM,YELLOW,False,"(42.34603, -71.07507)"
30 Kneeland,06/25/2014 12:16:00 AM,GREEN,True,"(42.35078, -71.06184)"
630 Washington (Chinatown T stop),05/14/2014 07:19:00 PM,GREEN,True,"(42.35222904, -71.06260137)"
289 Hanover Street,12/11/2014 02:11:00 AM,YELLOW,False,"(42.36389, -71.05433)"
Cambridge and Joy in front of beacon hill athletic club,08/14/2014 11:31:00 PM,GREEN,True,"(42.3611127, -71.0650131)"
226 Washington St (american express office),12/21/2014 12:27:00 PM,RED,False,"(42.3583641, -71.0578237)"
276 Washington St (Global Pack Ship store),07/05/2014 05:49:00 PM,RED,False,"(42.3575619, -71.0580928)"
150 Brighton Ave / Sunrise Market & Blanchard's,10/06/2014 10:02:00 AM,GREEN,True,"(42.35292705, -71.13232101)"
748 Tremont st,01/11/2014 01:40:00 PM,GREEN,True,"(42.34001098, -71.07882522)"
Corner of Centre St & Lamatine St // Across from Jackson Square Train Station entrance,10/31/2014 11:52:00 AM,GREEN,True,"(42.32271433, -71.10024625)"
Lincoln St and Surface Rd (opp T- mobile),09/03/2014 10:47:00 AM,RED,False,"(42.35217444, -71.05812794)"
13 Hudson St.,10/01/2014 06:44:00 AM,GREEN,True,"(42.3507629, -71.0600717)"
276 Hanover (Cafe Pompei),08/29/2014 05:23:00 PM,GREEN,True,"(42.363799, -71.0545002)"
Summer st and Arch st,05/16/2014 09:56:00 PM,RED,False,"(42.35448, -71.05907)"
Columbus @ Dartmouth st.,08/20/2014 04:46:00 PM,GREEN,True,"(42.34604, -71.07515)"
789 Harrison Ave,02/20/2014 06:03:00 PM,RED,False,"(42.33604, -71.07374)"
1080 Boylston Street,07/03/2014 01:14:00 AM,YELLOW,False,"(42.3471459, -71.0882423)"
Stanhope St and Clarendon St (Across from Parking Garage),07/09/2014 04:05:00 PM,YELLOW,False,"(42.34812825, -71.07390013)"
41 Berklee,04/11/2014 10:30:00 AM,YELLOW,False,"(42.345723, -71.070175)"
539 Tremont,04/25/2014 02:40:00 PM,GREEN,True,"(42.344527, -71.07079)"
536 Tremont,02/22/2014 02:38:00 AM,YELLOW,False,"(42.34445, -71.07067)"
532 Tremont at Milford St,09/16/2014 12:44:00 AM,YELLOW,False,"(42.3445374, -71.0705386)"
331 Hanover Street,07/05/2014 07:03:00 PM,GREEN,True,"(42.364252, -71.053905)"
544 Washington (across from Harlem place),09/25/2014 12:13:00 AM,GREEN,True,"(42.35403424, -71.06200033)"
NW Bromfield and Washington (opp Payless Shoes),08/05/2014 03:12:00 PM,RED,False,"(42.35647066, -71.05946609)"
289 Hanover Street,09/09/2014 05:19:00 PM,YELLOW,False,"(42.36389, -71.05433)"
328 Tremont St (Entrance of Mass Pike Towers),03/28/2014 08:42:00 AM,GREEN,True,"(42.34852344, -71.06565747)"
59 Temple Place,12/06/2014 09:04:00 AM,GREEN,True,"(42.35492047, -71.06156127)"
Boylston St (Prudential Entrance),05/23/2014 09:59:00 PM,GREEN,True,"(42.34854316, -71.08267211)"
Tremont & Beacon St (Kings Chapel Burying Ground),06/03/2014 07:18:00 PM,RED,False,"(42.35850775, -71.06016237)"
Devonshire & State - Boston Massacre Landmark,08/14/2014 07:33:00 AM,GREEN,True,"(42.35883108, -71.05698941)"
789 Harrison Ave,10/28/2014 10:34:00 PM,YELLOW,False,"(42.33604, -71.07374)"
Summer & Chauncey (Rear Entrance Macy's),07/24/2014 08:17:00 PM,YELLOW,False,"(42.3545003, -71.0591524)"
Newbury & Mass Ave / Opposite of Urban Outfitters,10/26/2014 12:02:00 PM,YELLOW,False,"(42.3480288, -71.08803024)"
53 Dartmouth,07/29/2014 03:32:00 AM,RED,False,"(42.34446654, -71.07437808)"
Congress St and Atlantic Ave (NE Corner),09/03/2014 12:18:00 PM,YELLOW,False,"(42.35365814, -71.05346427)"
NE Deerfiled and Beacon (City Convenience),09/20/2014 04:19:00 PM,GREEN,True,"(42.34907421, -71.09706099)"
396 Hanover Street (Contrada coffee shop),06/14/2014 12:27:00 PM,YELLOW,False,"(42.3659652, -71.0529941)"
659 Tremont St,06/07/2014 02:22:00 PM,YELLOW,False,"(42.34198461, -71.07515395)"
State & Broad St (Dunkin),11/29/2014 09:26:00 PM,YELLOW,False,"(42.35912326, -71.05476392)"
227 Hanover Street,03/09/2014 07:34:00 PM,YELLOW,False,"(42.36292, -71.055295)"
391 Hanover Street,10/15/2014 11:07:00 AM,YELLOW,False,"(42.3652, -71.05309)"
SW N. Washington & Causeway,04/08/2014 09:33:00 AM,GREEN,True,"(42.36671342, -71.05860344)"
Columbus @ Clarendon,10/21/2014 10:00:00 AM,YELLOW,False,"(42.3471, -71.07368)"
Boylston and Dartmouth St (Library Entrance),08/02/2014 12:37:00 PM,YELLOW,False,"(42.34994355, -71.07731053)"
34 Bromfield Street,09/19/2014 03:48:00 PM,YELLOW,False,"(42.3567331, -71.0603085)"
Avenue De Lafayette and Chancy,10/05/2014 11:04:00 PM,YELLOW,False,"(42.35324982, -71.06073712)"
Kilmarnock and Van Ness (@ Parking Garage Exit),02/06/2014 12:00:00 PM,GREEN,True,"(42.3446846, -71.1004911)"
157 Pearl St,03/17/2014 06:17:00 AM,YELLOW,False,"(42.3545293, -71.05337349)"
Tremont Street & Court Street,08/01/2014 05:37:00 PM,RED,False,"(42.35911123, -71.05951447)"
Harrison Ave. @ E.Springfield St.,12/31/2014 08:49:00 AM,RED,False,"(42.33543531, -71.0745811)"
"Commercial and Prince St. ""Parking garage entrance""",03/31/2014 01:53:00 PM,GREEN,True,"(42.3654997, -71.0559562)"
155 Mass Ave.,01/15/2014 02:30:00 PM,GREEN,True,"(42.346527, -71.0873836)"
2193 Commonwealth Ave (UPS Store),06/23/2014 09:56:00 AM,GREEN,True,"(42.34020527, -71.16628779)"
Harrison Ave. @ E.Springfield St.,12/11/2014 04:50:00 PM,YELLOW,False,"(42.33543531, -71.0745811)"
155 Mass Ave.,10/06/2014 03:55:00 PM,YELLOW,False,"(42.346527, -71.0873836)"
Mass Ave. @ Beacon Northbound,02/06/2014 06:24:00 PM,RED,True,"(42.35083018, -71.08942683)"
516 Tremont St.,09/15/2014 07:06:00 PM,RED,False,"(42.3448302, -71.0702141)"
1745 Washington Street,09/28/2014 04:16:00 PM,RED,False,"(42.3366, -71.07687)"
51 Clarendon/corner Chandler,12/17/2014 10:14:00 AM,GREEN,True,"(42.34634, -71.07312)"
194 Mass Ave @ Clearway Street,01/28/2014 12:51:00 PM,GREEN,True,"(42.3454531, -71.08680118)"
Arlington and Columbus @ Smith & Wollensky,01/03/2014 10:54:00 AM,GREEN,True,"(42.3500305, -71.06994399)"
Huntington and Dartmouth St (Library),05/31/2014 02:37:00 AM,GREEN,True,"(42.34932688, -71.07701842)"
Hanover & Cross (SE Corner),10/11/2014 07:16:00 PM,YELLOW,False,"(42.36259605, -71.05557649)"
659 Tremont St,08/25/2014 06:41:00 PM,GREEN,True,"(42.34198461, -71.07515395)"
Atlantic Ave and Pearl St,09/23/2014 04:00:00 PM,YELLOW,False,"(42.35398413, -71.05282188)"
2199 Commonweath Ave (Crazy Doughs Pizza),12/01/2014 12:27:00 AM,YELLOW,False,"(42.34017157, -71.16657813)"
630 Washington (Chinatown T stop),03/11/2014 04:39:00 PM,GREEN,True,"(42.35222904, -71.06260137)"
276 Hanover (Cafe Pompei),04/20/2014 11:30:00 AM,YELLOW,False,"(42.363799, -71.0545002)"
Cambridge/Court St (City Hall),10/31/2014 07:15:00 PM,YELLOW,False,"(42.35961345, -71.05965457)"
748 Tremont st,12/28/2014 11:01:00 AM,GREEN,True,"(42.34001098, -71.07882522)"
Mass Ave. @ Beacon Northbound,01/27/2014 09:21:00 AM,GREEN,True,"(42.35083018, -71.08942683)"
150 Brighton Ave / Sunrise Market & Blanchard's,10/25/2014 10:39:00 PM,YELLOW,False,"(42.35292705, -71.13232101)"
123 Endicott Street,01/13/2014 02:59:00 PM,GREEN,True,"(42.36467239, -71.05730732)"
627 Tremont St,05/29/2014 03:23:00 PM,YELLOW,False,"(42.34253228, -71.07451491)"
289 Hanover Street,02/22/2014 09:29:00 AM,YELLOW,False,"(42.36389, -71.05433)"
449 Washington St (opp Macy's),07/03/2014 07:48:00 PM,YELLOW,False,"(42.35544997, -71.06066429)"
Columbus @ Dartmouth st.,09/06/2014 01:16:00 PM,YELLOW,False,"(42.34604, -71.07515)"
75 Dartmouth,10/09/2014 03:57:00 PM,YELLOW,False,"(42.345189, -71.07477)"
SE Corner 148 Brookline Ave (in front of Chipotle),05/03/2014 11:18:00 PM,YELLOW,False,"(42.34476148, -71.10106409)"
659 Tremont St,05/15/2014 08:35:00 PM,YELLOW,True,"(42.34198461, -71.07515395)"
Columbus @ Claredon,07/06/2014 12:38:00 AM,GREEN,True,"(42.3472534, -71.0735185)"
Commons: Beacon St. & Joy St.,06/13/2014 08:57:00 AM,RED,False,"(42.35703333, -71.06491167)"
Franklin & Pearl St (Opp 1 Federal),07/19/2014 09:12:00 AM,YELLOW,False,"(42.35618674, -71.05483124)"
Glenville Tr and Harvard Ave,12/07/2014 08:34:00 AM,RED,False,"(42.3511566, -71.1314505)"
290 Huntington Ave / Huntington (East) & Gainsborough,10/02/2014 08:18:00 AM,YELLOW,False,"(42.34126687, -71.08658464)"
627 Tremont St,11/10/2014 09:13:00 PM,GREEN,True,"(42.34253228, -71.07451491)"
Summer & Chaucey (7-11),05/15/2014 11:18:00 PM,RED,False,"(42.35456767, -71.05912703)"
355 Newbury St,01/10/2014 06:38:00 AM,RED,False,"(42.34831644, -71.08751047)"
328 Washington St (Cohen's Fashion Optical),09/04/2014 05:53:00 PM,YELLOW,False,"(42.3568756, -71.0588741)"
Commonweath Ave and Harvard (opp side of McDonald's),07/14/2014 10:11:00 AM,GREEN,True,"(42.35019012, -71.13069301)"
554 Tremont,09/24/2014 07:40:00 AM,YELLOW,True,"(42.34386, -71.07167)"
Summer St @ Staples,08/13/2014 12:03:00 PM,GREEN,True,"(42.3592067, -71.0588657)"
185 Franklin Street / Pearl & Franklin,07/14/2014 05:38:00 PM,GREEN,True,"(42.355761, -71.055204)"
73 Brookline Ave (Kenmore Parking Lot),07/06/2014 09:38:00 PM,GREEN,True,"(42.34676296, -71.09914698)"
Columbus @ Dartmouth st.,05/12/2014 08:36:00 PM,YELLOW,False,"(42.34604, -71.07515)"
O St. @ East Broadway,05/03/2014 07:19:00 PM,YELLOW,False,"(42.33577, -71.02937)"
Franklin & Pearl St (Opp 1 Federal),05/31/2014 11:57:00 AM,GREEN,True,"(42.35618674, -71.05483124)"
784 Huntington across from Fenwood &,09/21/2014 07:43:00 PM,GREEN,True,"(42.33369, -71.100577)"
Glenville Tr and Harvard Ave,10/12/2014 09:33:00 PM,YELLOW,True,"(42.3511566, -71.1314505)"
427 Washington Street (EB Horn Company Jewlers),05/10/2014 07:27:00 PM,RED,False,"(42.3507566, -71.0635176)"
289 Huntington Ave / Huntington (West) & Gainsborough,11/10/2014 02:37:00 AM,GREEN,True,"(42.34163422, -71.08656168)"
564 Tremont st,11/30/2014 01:02:00 PM,RED,False,"(42.34359885, -71.07214987)"
554 Tremont,04/22/2014 08:30:00 AM,RED,False,"(42.34386, -71.07167)"
71 State St (Jos A Bank),04/16/2014 08:47:00 PM,YELLOW,False,"(42.35903276, -71.05596238)"
SE corner of West Canton and Columbus,04/01/2014 12:34:00 PM,GREEN,True,"(42.34483487, -71.0763413)"
532 Tremont at Milford St,12/14/2014 09:00:00 AM,GREEN,True,"(42.3445374, -71.0705386)"
2199 Commonweath Ave (Crazy Doughs Pizza),10/26/2014 12:53:00 PM,GREEN,True,"(42.34017157, -71.16657813)"
328 Washington St (Cohen's Fashion Optical),11/26/2014 10:10:00 AM,GREEN,True,"(42.3568756, -71.0588741)"
Across from 1146 Washington St.@ Bus stop,05/01/2014 12:47:00 PM,RED,True,"(42.34371779, -71.06630437)"
74 Berklee,07/21/2014 09:55:00 AM,GREEN,True,"(42.3443, -71.067)"
289 Hanover Street,05/26/2014 05:51:00 PM,GREEN,True,"(42.36389, -71.05433)"
Washington and Milk Boston Ma,04/21/2014 10:18:00 AM,GREEN,False,"(42.35710853, -71.05877311)"
659 Tremont St,09/20/2014 08:12:00 AM,GREEN,True,"(42.34198461, -71.07515395)"
396 Hanover Street (Contrada coffee shop),09/02/2014 05:58:00 PM,GREEN,True,"(42.3659652, -71.0529941)"
Court St and Court Square (opp BNY Mellon),05/11/2014 07:05:00 PM,GREEN,True,"(42.35902394, -71.05845139)"
Hanover and Cross St (Citizen Bank),01/24/2014 04:54:00 PM,RED,False,"(42.36269134, -71.05586617)"
328 Washington St (Cohen's Fashion Optical),09/20/2014 09:03:00 PM,YELLOW,False,"(42.3568756, -71.0588741)"
532 Tremont at Milford St,10/11/2014 04:07:00 PM,YELLOW,False,"(42.3445374, -71.0705386)"
150 Newbury Street,08/09/2014 10:33:00 AM,YELLOW,False,"(42.35081, -71.07782)"
328 Tremont St (Entrance of Mass Pike Towers),12/31/2014 11:37:00 AM,GREEN,True,"(42.34852344, -71.06565747)"
552 Commonwealth (Kenmore Sq),01/02/2014 11:20:00 AM,GREEN,True,"(42.34848571, -71.09710951)"
141 Tremont & Temple St (Armed Forces Career Center),07/30/2014 06:34:00 PM,RED,False,"(42.35556787, -71.06287805)"
75 Dartmouth,01/13/2014 12:21:00 PM,GREEN,True,"(42.345189, -71.07477)"
155 Mass Ave.,02/19/2014 11:20:00 AM,GREEN,True,"(42.346527, -71.0873836)"
276 Hanover (Cafe Pompei),02/09/2014 01:30:00 AM,RED,False,"(42.363799, -71.0545002)"
NW Boylston and Ipswich (CVS),06/16/2014 05:16:00 PM,RED,False,"(42.34529268, -71.09557276)"
Opposite 144 Dartmouth St @ Back Bay T-Station,09/12/2014 06:35:00 AM,YELLOW,False,"(42.34754691, -71.07594325)"
Huntington Ave Westbound @ Longwood,10/25/2014 09:55:00 AM,YELLOW,False,"(42.33599721, -71.1003576)"
SW N. Washington & Causeway,07/16/2014 06:26:00 PM,RED,False,"(42.36671342, -71.05860344)"
289 Huntington Ave / Huntington (West) & Gainsborough,08/04/2014 01:25:00 PM,YELLOW,False,"(42.34163422, -71.08656168)"
289 Hanover Street,08/12/2014 08:09:00 PM,GREEN,True,"(42.36389, -71.05433)"
200 Newbury Street,07/15/2014 03:48:00 PM,YELLOW,False,"(42.35023008, -71.0800102)"
328 Tremont St (Entrance of Mass Pike Towers),12/02/2014 04:55:00 PM,YELLOW,False,"(42.34852344, -71.06565747)"
30 Kneeland,05/07/2014 10:03:00 PM,GREEN,True,"(42.35078, -71.06184)"
226 Washington St (american express office),06/06/2014 12:23:00 PM,YELLOW,False,"(42.3583641, -71.0578237)"
"NOT AT 285 Commercial Street ""Across from parking lot""",07/22/2014 09:49:00 PM,YELLOW,True,"(42.36494277, -71.05113072)"
Washington st at Expressions store,06/03/2014 07:31:00 AM,GREEN,True,"(42.35465, -71.06139)"
Columbus @ Dartmouth st.,07/01/2014 12:01:00 PM,GREEN,True,"(42.34604, -71.07515)"
261 Hanover Street,08/30/2014 03:56:00 PM,YELLOW,False,"(42.3636, -71.05487)"
556 Commercial St,11/14/2014 05:25:00 PM,GREEN,True,"(42.36820025, -71.05639385)"
Tremont & Bromfield St  (Suffolk Law School),06/11/2014 06:22:00 PM,YELLOW,False,"(42.35708226, -71.06130118)"
30 Kneeland,03/29/2014 06:22:00 PM,YELLOW,False,"(42.35078, -71.06184)"
Tremont & Bromfield St  (Suffolk Law School),05/09/2014 09:57:00 AM,YELLOW,False,"(42.35708226, -71.06130118)"
Glenville Tr and Harvard Ave,01/30/2014 05:36:00 PM,YELLOW,False,"(42.3511566, -71.1314505)"
702 Mass Ave & Harrison @ Boston Medical Center,05/04/2014 10:09:00 PM,RED,False,"(42.33511781, -71.07512533)"
330 Newbury St.,12/05/2014 06:21:00 PM,GREEN,True,"(42.34868492, -71.08577279)"
539 Tremont,11/28/2014 06:10:00 AM,RED,False,"(42.344527, -71.07079)"
Atlantic Street & Atlantic Avenue,09/28/2014 01:37:00 PM,YELLOW,False,"(42.35776118, -71.05110261)"
Harvard Ave and Comm Ave (McDonald's),04/13/2014 10:10:00 PM,RED,False,"(42.35060501, -71.13099073)"
477 Washington St (in front of Army Navy),12/04/2014 04:44:00 PM,YELLOW,False,"(42.35491079, -71.06104026)"
276 Washington,11/24/2014 07:44:00 AM,RED,False,"(42.35756, -71.05813)"
627 Tremont St,10/16/2014 03:06:00 PM,GREEN,True,"(42.34253228, -71.07451491)"
150 Newbury Street,07/08/2014 12:55:00 PM,YELLOW,False,"(42.35081, -71.07782)"
427 Washington Street (EB Horn Company Jewlers),06/19/2014 08:51:00 PM,RED,False,"(42.3507566, -71.0635176)"
552 Commonwealth (Kenmore Sq),08/20/2014 11:40:00 AM,YELLOW,False,"(42.34848571, -71.09710951)"
659 Tremont St,10/26/2014 07:30:00 AM,YELLOW,True,"(42.34198461, -71.07515395)"
20 Yawkey Way,05/04/2014 04:05:00 AM,GREEN,True,"(42.3463211, -71.0986756)"
125 Tremont & Hamilton St (FedEx),10/19/2014 02:01:00 AM,GREEN,True,"(42.35653242, -71.06190233)"
702 Mass Ave & Harrison @ Boston Medical Center,07/05/2014 05:27:00 AM,GREEN,True,"(42.33511781, -71.07512533)"
Congress St and Atlantic Ave (NE Corner),06/14/2014 02:24:00 PM,YELLOW,False,"(42.35365814, -71.05346427)"
Washington @ E.Mullins Way,05/15/2014 03:43:00 PM,GREEN,True,"(42.3566, -71.05918)"
536 Tremont,10/30/2014 09:24:00 AM,YELLOW,False,"(42.34445, -71.07067)"
1745 Washington Street,08/24/2014 07:55:00 AM,RED,False,"(42.3366, -71.07687)"
Boylston and Clarendon St (Trinity Church),08/31/2014 06:44:00 PM,YELLOW,False,"(42.35062463, -71.07526211)"
402 Atlantic Ave,10/07/2014 12:31:00 PM,YELLOW,False,"(42.3556264, -71.0507777)"
129 Tremont St (burger king),12/07/2014 05:05:00 PM,RED,False,"(42.35634431, -71.06203197)"
1101 Commonwealth Ave @ Packards Corner,09/04/2014 08:30:00 AM,GREEN,True,"(42.3519077, -71.1254203)"
539 Tremont,03/31/2014 07:54:00 AM,YELLOW,False,"(42.344527, -71.07079)"
123 Endicott Street,04/21/2014 04:00:00 PM,RED,False,"(42.36467239, -71.05730732)"
Lincoln and Kneeland (World Journal Chinese Daily),11/05/2014 06:14:00 PM,GREEN,True,"(42.35011319, -71.05873493)"
